id,text,Fuente,es_gracioso_p1,es_gracioso_p2,es_gracioso_p3,Es_gracioso,nivel_gracia_p1,nivel_gracia_p2,nivel_gracia_p3
4682,"Cuando el autobús va lleno y alguien decide comer algo con un olor fuerte, es como si todos recibieran una degustación forzada. Todos miran discretamente, pero nadie dice nada.",LLMs,1,1,1,1,1,3,4
4683,"La frase ""ya casi estoy allá"" es el lema de la impuntualidad. Todos saben que probablemente significa que esa persona apenas está saliendo de casa, pero nadie se molesta porque ya es parte de la cultura.",LLMs,1,1,1,1,3,3,2
4684,"Las reuniones familiares son como un ciclo eterno de las mismas preguntas y las mismas respuestas. Aún así, todos actúan como si nunca hubieran escuchado la anécdota de ""cuando el abuelo era joven"".",LLMs,1,1,1,1,4,2,2
4685,"El grupo de WhatsApp familiar es como un mercado de bendiciones, memes antiguos y fotos de la mascota de la tía. A nadie le falta el ""buenos días"" lleno de emojis, y aunque todos lo ignoren a veces, siempre está ahí.",LLMs,1,1,0,1,2,2,0
4686,"La frase ""en cinco minutitos estoy allá"" es un comodín. Todos la usan, aunque saben que esos cinco minutos pueden durar media hora o más, dependiendo del tráfico y de la velocidad de quien la dice.",LLMs,0,1,1,1,0,2,3
4687,"Las fotos familiares siempre tienen a alguien que sale mirando hacia otro lado, o con los ojos cerrados en el momento exacto. Al final, todos se conforman con la primera toma, porque ""así estamos todos"".",LLMs,1,1,0,1,2,3,0
4688,"La tía que pregunta ""¿y el novio/a para cuándo?"" es como un reportero persistente. No importa cuántas veces lo expliques, ella seguirá insistiendo en que ""deberías darle una oportunidad al amor"".",LLMs,1,1,1,1,4,2,2
4689,"El transporte público en hora pico es una prueba de paciencia y resistencia física. Cada frenada es un reto, y cada curva te hace sujetarte como si estuvieras en una atracción de parque de diversiones.",LLMs,1,1,0,1,3,3,0
4690,"Cuando la abuela envía un audio en WhatsApp, todos saben que es mejor sentarse y escucharlo con calma. Aunque sea una pregunta sencilla, siempre incluye detalles de su día y alguna anécdota inesperada.",LLMs,0,1,1,1,0,4,4
4691,"Las cenas familiares siempre traen las mismas preguntas de siempre. ""¿Cómo va el trabajo?"", ""¿ya tienes pareja?"" y ""¿qué pasó con aquel amigo?"". Aunque todos ya saben la respuesta, no pueden evitar preguntar.",LLMs,1,1,1,1,3,2,2
4692,"El grupo familiar de WhatsApp es como un mural de memes antiguos, bendiciones diarias y mensajes de buenos días. A todos les llega el amor digital, aunque algunos solo reaccionen con un emoji.",LLMs,0,1,1,1,0,1,3
4693,"""Cinco minutitos más"" es la frase perfecta para estirar el tiempo. Todos la usan, sabiendo que esos minutos pueden durar una eternidad, especialmente si están disfrutando de una buena charla.",LLMs,1,1,1,1,4,1,4
4694,"El primo menor siempre llega a la reunión familiar con preguntas inesperadas. Desde ""¿por qué no tienes hijos?"" hasta ""¿cuánto ganas?"", sus interrogantes generan momentos de silencio incómodo.",LLMs,0,1,1,1,0,3,4
4695,"Las fotos en el grupo familiar siempre necesitan un toque especial, cortesía de la tía que insiste en ponerle filtros. Al final, todos salen un poco brillantes y sonrientes, aunque algunos no se reconozcan.",LLMs,1,1,1,1,1,4,2
4696,"El transporte público es el lugar donde cualquier espacio libre se convierte en un asiento improvisado. Desde una esquina hasta el pasillo, los pasajeros encuentran la manera de acomodarse, aunque sea solo por un par de estaciones.",LLMs,1,0,1,1,1,0,4
4697,"Las sobremesas familiares son el lugar perfecto para hablar de cualquier tema. Desde el clima hasta los planes a futuro, cada uno tiene algo que decir, aunque nadie esté realmente prestando atención.",LLMs,1,1,0,1,2,1,0
4698,"Cuando el abuelo empieza una historia, todos saben que viene algo bueno. No importa cuántas veces la haya contado, siempre añade algún detalle nuevo que la hace interesante otra vez.",LLMs,1,1,1,1,5,3,2
4699,"La frase ""me avisas cuando llegues"" es el equivalente digital de un abrazo. No importa la edad, siempre te la dicen, y tú sabes que significa que alguien se preocupa.",LLMs,1,1,1,1,2,5,2
4700,"El autobús siempre está lleno cuando más necesitas un asiento. Y justo cuando piensas que no puede entrar nadie más, alguien decide que sí hay espacio y se cuela sin dudar.",LLMs,1,1,1,1,1,3,4
4701,"Las reuniones familiares son como una serie de televisión donde todos conocen el guion, pero aún así actúan como si fuera la primera vez. Cada año se repiten los mismos diálogos y las mismas historias, con el mismo entusiasmo.",LLMs,1,1,1,1,3,3,4
4702,"La tía que manda bendiciones cada mañana en el grupo familiar es como un despertador espiritual. Sus mensajes llegan antes que el café, y aunque no siempre respondas, sabes que ahí está.",LLMs,1,1,0,1,2,3,0
4703,"Cuando el chofer del bus decide poner música a todo volumen, todos los pasajeros quedan atrapados en su gusto musical. Algunos sonríen, otros miran de reojo, pero nadie se atreve a pedir que la baje.",LLMs,1,1,1,1,1,1,3
4704,"El grupo de WhatsApp familiar es como una radio abierta. Desde buenos días hasta recetas de cocina, ahí encuentras de todo, y siempre hay alguien que responde con un ""amén"" o un corazón.",LLMs,1,1,1,1,2,2,2
4705,"El primo menor es el experto en compartir memes, aunque algunos no tengan sentido. Todos reaccionan con una sonrisa, porque su entusiasmo es lo que realmente importa.",LLMs,1,1,1,1,1,2,5
4706,"Las fotos familiares siempre necesitan tres intentos. Primero porque alguien no mira, luego porque alguien parpadea y al final se quedan con la primera, porque ""ya, así está bien"".",LLMs,1,1,0,1,3,5,0
4707,"Cuando la tía envía su cadena diaria en el grupo familiar, todos saben que es mejor responder rápido con un ""amén"" o un corazón, para evitar que pregunte por qué nadie ha reaccionado.",LLMs,1,0,1,1,1,0,3
4708,"El autobús en hora pico es el lugar donde ""hacer espacio"" es una habilidad esencial. Cada pasajero se acomoda como puede, aunque todos saben que ya no cabe nadie más.",LLMs,1,1,0,1,2,1,0
4709,"El grupo familiar de WhatsApp es una fuente interminable de ""buenos días"", ""bendiciones"" y fotos de la mascota de la tía. A todos les llega el amor digital, aunque algunos solo reaccionen con un corazón.",LLMs,1,0,1,1,4,0,3
4710,"Las cenas familiares son como un ciclo eterno de las mismas preguntas y las mismas respuestas. Aún así, todos actúan como si nunca hubieran escuchado la anécdota de ""cuando el abuelo era joven"".",LLMs,1,0,1,1,4,0,2
4711,"Cuando alguien manda una receta en el grupo familiar, todos reaccionan como si fuera una receta mágica. Aunque nadie la haga realmente, todos comentan lo deliciosa que debe ser.",LLMs,1,1,0,1,2,4,0
4712,"El autobús siempre está lleno justo cuando más necesitas un asiento. Y, por supuesto, siempre hay alguien que decide que puede entrar, aunque no haya espacio para respirar.",LLMs,1,0,1,1,2,0,3
4713,"""Cinco minutos más"" es una promesa de tiempo que nadie realmente cree. Sabes que esos minutos pueden durar una eternidad, pero todos aceptan la espera como algo normal.",LLMs,1,0,1,1,3,0,4
4714,"El primo que manda saludos a todos pero nunca va a ninguna reunión es como un personaje recurrente en una novela. Todos saben de él, pero rara vez lo ven en persona.",LLMs,1,0,1,1,3,0,2
4715,"Las sobremesas familiares son el momento ideal para escuchar consejos no solicitados. Desde cómo cocinar hasta cómo vivir tu vida, cada pariente tiene algo que aportar, aunque nadie lo haya pedido.",LLMs,1,1,1,1,1,4,3
4716,"El transporte público en hora pico es una experiencia donde todos se convierten en equilibristas. Cada frenada es una coreografía involuntaria, y cada curva es un reto de resistencia física.",LLMs,0,1,1,1,0,2,3
4717,"El transporte público en hora pico convierte a todos en expertos en equilibrio. Cada frenada es un reto, y cada curva es una prueba de resistencia que todos enfrentan en silencio.",LLMs,1,0,1,1,3,0,1
4718,"La frase ""cinco minutos y llego"" es la gran mentira blanca de los encuentros familiares. Todos saben que esos cinco minutos pueden extenderse indefinidamente, pero ya es parte de la costumbre.",LLMs,1,0,1,1,4,0,3
4719,"Las fotos familiares siempre necesitan varios intentos. Al final, todos terminan conformándose con la primera toma, porque ""al menos estamos todos"".",LLMs,0,1,1,1,0,1,2
4720,"La tía que manda bendiciones cada mañana en el grupo de WhatsApp es como un despertador espiritual. Nadie responde siempre, pero todos agradecen en silencio su constancia.",LLMs,0,1,1,1,0,2,2
4721,"Cuando el autobús va lleno y alguien decide hacer una llamada en altavoz, todos escuchan la conversación como si estuvieran en un teatro. Aunque nadie esté realmente interesado, todos prestan atención.",LLMs,1,0,1,1,1,0,3
4722,"El grupo de WhatsApp familiar es como una radio constante de ""buenos días"" y fotos de la mascota de la tía. A veces parece repetitivo, pero a nadie le falta su ración de amor digital.",LLMs,1,1,1,1,1,2,2
4723,"Las reuniones familiares son como capítulos de una novela. Cada uno tiene su papel, sus líneas y, aunque todos saben el guion, siempre actúan como si fuera la primera vez.",LLMs,1,1,1,1,2,2,2
4724,"""Cinco minutitos más"" es la frase perfecta para evitar cualquier compromiso de tiempo exacto. Todos lo entienden y, al final, esos cinco minutos pueden durar mucho más de lo esperado.",LLMs,1,1,0,1,4,2,0
4725,"La frase ""me avisas cuando llegues"" es como un abrazo invisible. No importa la edad que tengas, siempre te la dicen, y tú sabes que significa que alguien se preocupa.",LLMs,1,0,1,1,1,0,4
4726,"Las fotos en el grupo familiar siempre necesitan algún filtro que la tía pone ""para que se vean mejor"". Al final, todos salen brillantes y sonrientes, aunque algunos no se reconozcan.",LLMs,1,1,1,1,5,1,4
4727,"El primo que llega tarde a cada reunión familiar es como el personaje sorpresa. Todos saben que aparecerá en algún momento, y cuando lo hace, siempre tiene una excusa creativa.",LLMs,0,1,1,1,0,4,5
4728,"El transporte público es el único lugar donde puedes ver a desconocidos sincronizando movimientos cada vez que el bus frena. Es como una danza obligada, y nadie se queja porque ya es parte de la rutina.",LLMs,1,0,1,1,1,0,2
4729,"Las cenas familiares son como un ciclo eterno de preguntas. Aunque todos conocen las respuestas, siempre alguien pregunta ""¿y el trabajo cómo va?"" o ""¿cuándo te casas?"".",LLMs,1,1,1,1,2,3,3
4730,"La frase ""ven cuando quieras"" es una invitación que suena amable, pero todos saben que lleva la condición implícita de avisar antes. Llegar de sorpresa es como romper una regla no escrita de cortesía.",LLMs,1,1,1,1,4,2,3
4731,"El abuelo siempre tiene una historia para cada situación. No importa de qué tema hables, él encuentra la manera de enlazarlo con alguna anécdota de ""cuando todo era más simple"".",LLMs,1,1,1,1,3,3,4
4732,"El grupo familiar de WhatsApp es como una biblioteca de bendiciones, recetas y chistes viejos. Aunque todos han visto los mismos memes, siempre reaccionan como si fueran nuevos.",LLMs,1,1,1,1,1,3,3
4733,"Las sobremesas familiares son el lugar perfecto para escuchar consejos no solicitados. Desde cómo preparar un plato hasta cómo elegir pareja, todos tienen algo que aportar, aunque nadie lo haya pedido.",LLMs,1,1,0,1,3,3,0
4734,"El autobús siempre está lleno cuando más necesitas un asiento. Y, como si fuera una ley universal, justo en ese momento alguien decide que sí hay espacio y se acomoda de alguna manera.",LLMs,1,1,1,1,4,2,2
4735,"""Cinco minutos más"" es la excusa ideal para estirar el tiempo. Todos la usan, aunque saben que esos minutos pueden durar una eternidad, especialmente si están disfrutando de una buena charla.",LLMs,1,0,1,1,3,0,2
4736,"Las fotos familiares siempre tienen a alguien con los ojos cerrados o mirando hacia otro lado. Al final, todos se conforman con la primera toma, porque ""ya estamos todos y eso es lo importante"".",LLMs,1,1,0,1,2,2,0
4737,"El transporte público en hora pico es una prueba de resistencia al contacto humano. Cada vez que alguien sube, todos los pasajeros se miran en silencio, como diciendo ""buena suerte"".",LLMs,1,1,1,1,3,4,1
4738,"Las reuniones familiares son como una serie de televisión donde todos conocen el guion, pero aún así actúan como si fuera la primera vez. Cada año se repiten los mismos diálogos y las mismas historias, con el mismo entusiasmo.",LLMs,1,1,1,1,2,2,1
4739,"La tía que manda el mismo meme en todos los grupos de WhatsApp es como un personaje entrañable. Todos ya conocen el chiste, pero siempre lo reciben con una sonrisa para no hacerle sentir mal.",LLMs,1,1,1,1,5,1,2
4740,"Las cenas familiares siempre incluyen alguna historia que todos ya conocen. El tío la cuenta con la misma emoción de siempre, y todos lo escuchan como si fuera la primera vez.",LLMs,1,1,0,1,2,2,0
4741,"Cuando el chofer del bus decide poner su música favorita a todo volumen, los pasajeros quedan atrapados en su gusto musical. Algunos lo disfrutan en silencio, otros miran con resignación, pero nadie se atreve a decirle nada.",LLMs,1,1,1,1,3,2,2
4742,"Las fotos en el grupo familiar siempre necesitan un toque especial, cortesía de la tía que insiste en ponerle filtros. Al final, todos salen más brillantes, aunque algunos no se reconozcan a sí mismos.",LLMs,1,1,1,1,4,1,3
4743,"Las cenas familiares son el lugar perfecto para hacer preguntas incómodas. Desde ""¿cómo va el trabajo?"" hasta ""¿ya tienes pareja?"", todos tienen algo que decir, aunque la respuesta sea la misma de siempre.",LLMs,1,1,1,1,3,4,4
4744,"El transporte público en hora pico convierte a todos en expertos en equilibrio. Cada frenada es un reto, y cada curva es una prueba de resistencia que todos enfrentan en silencio.",LLMs,1,1,1,1,2,4,1
4745,"La frase ""me avisas cuando llegues"" es una forma sutil de decir ""me preocupo por ti"". No importa cuántos años tengas, siempre te la dicen y tú sabes que alguien te espera.",LLMs,1,1,0,1,4,2,0
4746,"El primo menor es el experto en compartir memes en el grupo familiar. A veces los chistes no tienen sentido, pero todos reaccionan con una sonrisa, porque su entusiasmo es lo que realmente importa.",LLMs,1,1,0,1,2,2,0
4747,"Las sobremesas familiares son como el epílogo de un buen libro. Es donde los mejores secretos salen a la luz y donde las risas son inevitables, aunque nadie recuerde exactamente por qué se rieron.",LLMs,0,1,1,1,0,1,3
4748,"El transporte público es una clase maestra de paciencia. Cada parada es una prueba, y cada nuevo pasajero es un desafío de espacio que todos aceptan en silencio.",LLMs,1,0,1,1,1,0,4
4749,"Cuando la abuela manda un audio de tres minutos en el grupo de WhatsApp, todos saben que se viene una historia completa. No es solo una pregunta, es un relato lleno de detalles y pausas dramáticas.",LLMs,1,1,1,1,3,4,3
4750,"El grupo familiar de WhatsApp es como un boletín de noticias que nunca se detiene. Desde memes hasta recetas y fotos de sobrinos, siempre hay algo nuevo, aunque todos ya se lo saben de memoria.",LLMs,1,1,1,1,3,2,3
4751,"Las cenas familiares son como una encuesta de tu vida. Desde ""¿cómo va el trabajo?"" hasta ""¿cuándo te casas?"", cada pregunta viene con expectativas implícitas y muchas veces, con consejos que nadie pidió.",LLMs,1,1,1,1,3,2,4
4752,"El transporte público en hora pico es como un reality show en vivo. Desde las conversaciones en voz alta hasta los empujones, cada trayecto es una historia digna de contar.",LLMs,1,1,1,1,2,3,3
4753,"""Cinco minutitos más"" es la frase comodín para cualquier compromiso de tiempo. Todos la usan, sabiendo que esos minutos pueden ser eternos, y nadie parece molestarse por ello.",LLMs,0,1,1,1,0,2,2
4754,"Las fotos en el grupo familiar siempre necesitan algún filtro que la tía pone ""para que se vean mejor"". Al final, todos salen con un brillo especial, aunque algunos se vean irreconocibles.",LLMs,1,1,1,1,2,2,3
4755,"El autobús siempre parece más lleno cuando tienes prisa, y justo en ese momento alguien decide que sí hay espacio y se cuela sin dudarlo. Es una hazaña que solo el transporte público permite.",LLMs,1,1,0,1,4,2,0
4756,"Las sobremesas familiares son el escenario perfecto para los consejos no solicitados. Desde cómo vivir tu vida hasta cómo preparar el café, cada pariente tiene algo que decir, aunque nadie se lo haya pedido.",LLMs,1,1,1,1,2,1,3
4757,"Cuando el chofer del bus frena de golpe, todos los pasajeros parecen practicar una coreografía improvisada. Algunos se tambalean, otros se sujetan, pero todos actúan como si fuera parte de la rutina.",LLMs,1,1,0,1,2,2,0
4758,"La tía que pregunta ""¿y el novio/a para cuándo?"" es como un detector de vida sentimental. No importa cuántas veces lo explique, ella siempre cree que ""es hora de pensar en una familia"".",LLMs,1,1,1,1,3,2,2
4759,"El primo menor siempre llega a las reuniones familiares con preguntas inesperadas. Desde ""¿por qué no tienes hijos?"" hasta ""¿cuánto ganas?"", sus interrogantes generan momentos de silencio incómodo.",LLMs,1,0,1,1,2,0,2
4760,"Las cenas familiares son como una serie de televisión donde cada uno interpreta su rol a la perfección. El tío cuenta anécdotas, la abuela da consejos, y todos participan como si fuera la primera vez.",LLMs,1,1,0,1,2,1,0
4761,"El grupo familiar de WhatsApp siempre tiene un flujo constante de mensajes que incluyen bendiciones, recetas y fotos de la mascota. A nadie le falta el ""buenos días"" lleno de cariño.",LLMs,1,0,1,1,2,0,3
4762,El transporte público es el único lugar donde puedes ver a desconocidos formando una coreografía en cada curva. Cada frenada es un reto de equilibrio que todos asumen en silencio.,LLMs,0,1,1,1,0,1,2
4763,"La frase ""me avisas cuando llegues"" es como un abrazo a distancia. No importa la edad ni el lugar, siempre hay alguien que te la dice, y sabes que significa que te esperan con cariño.",LLMs,1,0,1,1,1,0,3
4764,"Las fotos familiares siempre necesitan varios intentos. Primero porque alguien no mira, luego porque alguien parpadea, y al final todos se conforman con la primera toma, porque ""al menos estamos todos"".",LLMs,1,1,1,1,3,3,4
4765,"El abuelo siempre tiene una historia para cada situación. Desde recetas hasta historias de trabajo, siempre encuentra una manera de compartir algo de ""cuando todo era más simple"".",LLMs,1,1,1,1,1,1,4
4766,"El autobús en hora pico es una prueba de paciencia y equilibrio. Cada frenada es una prueba de resistencia, y cada vez que alguien se baja, todos deben reorganizarse como piezas de un tetris humano.",LLMs,1,1,1,1,1,4,4
4767,"La tía que envía bendiciones cada mañana en el grupo de WhatsApp es como una constante espiritual. Nadie responde siempre, pero todos saben que ella está ahí, enviando amor digital.",LLMs,1,1,1,1,2,3,2
4768,"Las sobremesas familiares son el lugar perfecto para los debates. Desde política hasta recetas de cocina, todos tienen algo que opinar, aunque nadie se ponga de acuerdo al final.",LLMs,1,1,0,1,5,3,0
4769,"El primo que llega tarde a cada reunión familiar es como el personaje sorpresa. Todos saben que aparecerá en algún momento, y cuando lo hace, siempre tiene una excusa creativa.",LLMs,1,0,1,1,2,0,3
4770,"La frase ""ven cuando quieras"" suena amable, pero todos saben que lleva la condición implícita de avisar primero. Llegar sin previo aviso es casi como romper un código de cortesía.",LLMs,1,1,1,1,2,3,1
4771,"Las cenas familiares son como un ciclo infinito de preguntas. Desde ""¿cómo va el trabajo?"" hasta ""¿ya tienes pareja?"", cada reunión trae las mismas preguntas y respuestas, pero todos actúan con naturalidad.",LLMs,0,1,1,1,0,1,3
4772,"El grupo familiar de WhatsApp es como una biblioteca de memes antiguos y recetas de cocina. Todos participan, aunque algunos solo lean sin decir nada, disfrutando del espectáculo virtual.",LLMs,1,1,1,1,3,2,1
4773,"El autobús siempre está lleno justo cuando más necesitas un asiento. Y justo en ese momento, alguien decide que sí hay espacio y se acomoda de alguna manera que parece imposible.",LLMs,0,1,1,1,0,4,1
4774,"El primo menor siempre está al tanto de los memes más recientes y los comparte en el grupo familiar como si fueran la noticia del día. Aunque algunos no entiendan los chistes, todos lo reciben con risas.",LLMs,1,1,1,1,2,3,2
4775,"Las fotos en el grupo familiar siempre tienen algún filtro que la tía le pone ""para que se vean mejor"". Al final, todos salen un poco más brillantes y sonrientes, aunque algunos no se reconozcan.",LLMs,1,1,0,1,4,2,0
4776,"El transporte público en hora pico convierte a todos en expertos en equilibrio. Cada frenada es un reto, y cada curva es una prueba de resistencia que todos enfrentan en silencio.",LLMs,1,1,1,1,1,2,3
4777,"La frase ""me avisas cuando llegues"" es una forma sutil de decir ""me preocupo por ti"". No importa cuántos años tengas, siempre te la dicen y tú sabes que alguien te espera.",LLMs,1,0,1,1,2,0,5
4778,"Las cenas familiares son como un talk show donde cada miembro de la familia tiene su turno para hablar de algo. Aunque nadie tenga un tema en común, todos encuentran la manera de participar.",LLMs,0,1,1,1,0,2,4
4779,"Cuando el abuelo empieza una historia con ""en mis tiempos"", todos saben que viene algo bueno. No importa cuántas veces la haya contado, siempre añade algún detalle nuevo que la hace interesante otra vez.",LLMs,1,1,0,1,4,2,0
4780,"El transporte público es el único lugar donde puedes ver a desconocidos sincronizando movimientos cada vez que el bus frena. Es como una danza obligada, y nadie se queja porque ya es parte de la rutina.",LLMs,1,1,1,1,5,3,4
4781,"Las sobremesas familiares son el lugar ideal para escuchar consejos no solicitados. Desde cómo cocinar hasta cómo vivir tu vida, cada pariente tiene algo que aportar, aunque nadie lo haya pedido.",LLMs,1,1,0,1,3,4,0
4782,"El grupo de WhatsApp familiar siempre incluye el clásico ""buenos días"" lleno de emojis y bendiciones. Nadie se lo pierde, aunque no todos respondan, porque siempre hay alguien que envía amor digital.",LLMs,1,1,1,1,1,2,2
4783,"El autobús en hora pico es una experiencia de resistencia. Desde las frenadas bruscas hasta los empujones, cada viaje es como un ejercicio de equilibrio y paciencia.",LLMs,1,1,1,1,2,2,2
4784,"La frase ""en cinco minutitos llego"" se ha convertido en un clásico en las reuniones familiares. Todos saben que significa que aún no ha salido de su casa, pero nadie se molesta, porque ya es parte de la rutina.",LLMs,1,1,1,1,2,5,3
4785,"Las fotos familiares siempre tienen a alguien con los ojos cerrados o mirando a otro lado. Al final, la abuela elige la primera porque ""esa es la natural"".",LLMs,1,1,1,1,3,2,3
4786,"El grupo familiar de WhatsApp siempre empieza el día con un ""buenos días"" lleno de flores, corazones y bendiciones. Es como una tradición que nadie rompe, aunque solo unos pocos respondan.",LLMs,1,1,1,1,2,1,2
4787,"La tía que pregunta ""¿y el novio/a para cuándo?"" es como el detector de relaciones del grupo. No importa cuántas veces respondas, siempre regresa con la misma pregunta, año tras año.",LLMs,1,1,1,1,2,3,5
4788,"Las cenas familiares son como un concurso de preguntas y respuestas sobre tu vida. Desde ""¿ya te graduaste?"" hasta ""¿por qué no tienes pareja?"", todos quieren saber los detalles, aunque ya los sepan.",LLMs,1,1,1,1,2,3,3
4789,El transporte público en hora pico es un espacio donde todos intentan encontrar su equilibrio. Cada curva es un reto y cada frenada es una oportunidad para demostrar tus habilidades de resistencia.,LLMs,1,1,1,1,4,3,1
4790,"Cuando el abuelo empieza con ""en mis tiempos"", sabes que la conversación durará. Aunque sea la misma historia, siempre encuentra una manera de hacerla interesante.",LLMs,1,1,0,1,2,2,0
4791,"""Cinco minutitos más"" es una frase que se dice con toda la intención de estirar el tiempo. Todos saben que puede significar mucho más, pero nadie se queja porque también la usan.",LLMs,1,0,1,1,4,0,2
4792,"Las fotos en el grupo familiar siempre necesitan algún filtro que la tía le pone ""para que se vean mejor"". Al final, todos salen con un toque brillante y sonrientes, aunque algunos no se reconozcan.",LLMs,1,1,1,1,3,3,4
4793,"El autobús siempre está lleno cuando tienes prisa. Justo cuando piensas que no cabe nadie más, alguien decide que sí hay espacio y se cuela, aunque todos estén apretados.",LLMs,1,1,1,1,2,3,4
4794,"El primo menor siempre llega a las reuniones familiares con preguntas inesperadas. Desde ""¿por qué no tienes hijos?"" hasta ""¿cuánto ganas?"", sus interrogantes crean momentos de silencio incómodo.",LLMs,1,1,0,1,3,5,0
4795,"El grupo de WhatsApp familiar es como un programa de variedades. Desde memes antiguos hasta recetas y fotos de la mascota, siempre hay algo para ver, aunque todos ya conozcan el contenido.",LLMs,0,1,1,1,0,5,3
4796,El transporte público es el único lugar donde puedes ver a desconocidos sincronizando movimientos cada vez que el bus frena. Es como una coreografía improvisada que todos asumen sin problemas.,LLMs,1,1,0,1,4,2,0
4797,"La frase ""me avisas cuando llegues"" es una forma de amor invisible. No importa cuántos años tengas, siempre alguien te la dice y tú sabes que significa que te esperan con cariño.",LLMs,1,0,1,1,5,0,3
4798,"Las sobremesas familiares son como una pequeña tertulia, donde todos tienen una opinión y cada uno se asegura de que sea escuchada, aunque nadie cambie de parecer.",LLMs,1,1,1,1,3,2,1
4799,"Cuando el chofer del bus pone su música favorita a todo volumen, los pasajeros quedan atrapados en su gusto musical. Algunos lo disfrutan, otros lo ignoran, pero nadie se atreve a decirle nada.",LLMs,1,1,1,1,2,1,3
4800,"Las fotos familiares siempre necesitan al menos tres intentos. Primero, alguien no mira; luego, alguien parpadea; y al final todos se conforman con la primera toma, porque ""ya, así estamos todos"".",LLMs,1,1,0,1,2,2,0
4801,"El abuelo siempre tiene una historia lista para cada tema. Desde cómo era la vida antes hasta cómo todo era más barato, cada anécdota tiene una enseñanza, aunque ya todos la hayan escuchado.",LLMs,1,1,1,1,2,3,1
4802,"Las cenas familiares son como capítulos de una serie donde los diálogos ya están escritos. Todos conocen la historia, pero la escuchan con atención porque saben que es parte de la tradición.",LLMs,1,1,1,1,2,4,1
4803,"El primo menor es el experto en compartir memes en el grupo familiar. Aunque algunos chistes no tengan sentido, todos reaccionan con una sonrisa, porque su entusiasmo es lo que realmente importa.",LLMs,1,0,1,1,4,0,2
4804,"El transporte público es una experiencia única, donde cualquier espacio libre se convierte en un asiento improvisado. Desde una esquina hasta el pasillo, cada uno encuentra cómo acomodarse.",LLMs,1,1,1,1,4,3,2
4805,"Las fotos familiares son un ritual donde siempre alguien termina con los ojos cerrados o mirando hacia otro lado. Al final, todos aceptan la primera foto como la definitiva, porque ""al menos estamos juntos"".",LLMs,0,1,1,1,0,3,3
4806,"La tía que manda bendiciones cada mañana en el grupo de WhatsApp es como un recordatorio de amor. Aunque no siempre respondas, sabes que ella está ahí, enviando buenos deseos cada día.",LLMs,1,0,1,1,1,0,5
4807,"El grupo de WhatsApp familiar es como una cadena infinita de buenos días, bendiciones y fotos de la última receta de la abuela. Todos lo reciben, aunque no todos respondan.",LLMs,1,1,1,1,3,3,2
4808,"""Cinco minutos y estoy allá"" es una frase que se dice con buena intención, aunque todos sepan que esos minutos pueden extenderse sin problemas. Es una promesa flexible, aceptada por todos.",LLMs,1,1,0,1,3,2,0
4809,"Las fotos en el grupo familiar siempre necesitan un toque especial, cortesía de la tía que insiste en ponerles filtros. Al final, todos salen más brillantes y sonrientes, aunque algunos no se reconozcan.",LLMs,1,1,1,1,2,3,2
4810,"El transporte público en hora pico es una prueba de paciencia y tolerancia al contacto humano. Cada vez que alguien sube, todos los pasajeros se miran en silencio, como diciendo ""prepárate para la aventura"".",LLMs,1,0,1,1,1,0,4
4811,"Las cenas familiares son como un talk show donde cada miembro de la familia tiene su turno para hablar de algo. Aunque nadie tenga un tema en común, todos encuentran la manera de participar.",LLMs,1,1,1,1,3,2,3
4812,"Cuando el abuelo empieza con ""en mis tiempos"", todos saben que se viene una buena historia. No importa cuántas veces la haya contado, siempre añade algún detalle nuevo que la hace interesante otra vez.",LLMs,0,1,1,1,0,2,2
4813,"Las sobremesas familiares son el momento ideal para escuchar consejos no solicitados. Desde cómo preparar un plato hasta cómo elegir pareja, cada pariente tiene algo que aportar, aunque nadie lo haya pedido.",LLMs,1,0,1,1,1,0,2
4814,El transporte público en hora pico convierte a todos en expertos en resistencia. Cada frenada es una prueba y cada curva es una oportunidad para sujetarse y evitar el caos.,LLMs,1,1,1,1,4,1,1
4815,"La frase ""cinco minutos y estoy ahí"" es el clásico de la impuntualidad. Todos la dicen, sabiendo que esos minutos pueden durar mucho más, y nadie parece molesto porque ya es costumbre.",LLMs,1,1,1,1,2,4,3
4816,"Las fotos familiares siempre tienen a alguien mirando en otra dirección o con una sonrisa congelada. Al final, la abuela elige la primera, donde todos están ""naturales"".",LLMs,1,0,1,1,3,0,3
4817,"El grupo de WhatsApp familiar comienza cada día con un ""buenos días"" lleno de corazones y bendiciones. Es como una tradición virtual que todos respetan, aunque solo unos pocos respondan.",LLMs,0,1,1,1,0,2,2
4818,"Cuando el abuelo cuenta su historia favorita de ""cuando todo era mejor"", nadie lo interrumpe. Aunque todos se la saben de memoria, siempre la escuchan como si fuera nueva.",LLMs,1,1,1,1,2,2,4
4819,"El transporte público es el único lugar donde puedes ver a desconocidos formando una coreografía en cada frenada. Nadie dice nada, pero todos están en sincronía.",LLMs,1,1,0,1,2,3,0
4820,"Las sobremesas familiares son como debates de actualidad. Desde recetas hasta teorías políticas, todos tienen algo que aportar, aunque nadie cambie de opinión al final.",LLMs,1,1,0,1,2,4,0
4821,"La tía que pregunta ""¿y el novio/a para cuándo?"" es como un reloj que marca la hora de las relaciones. No importa cuántas veces respondas, ella siempre quiere saber más.",LLMs,0,1,1,1,0,2,4
